id,title,created_at,last_posted_at,views,like_count,category_id
16651,New Pictures Uploaded From Your Feedback,2018-08-16T17:47:49.466Z,2018-08-17T15:36:45.185Z,171,3,6
16656,Folksy Seller Tips,2018-08-17T08:04:51.372Z,2018-08-17T14:19:16.405Z,132,2,6
16588,In desperate need of advice please . .,2018-08-04T12:50:35.367Z,2018-08-17T12:04:40.161Z,485,31,16
16653,Shelving here if needed!,2018-08-16T18:51:21.219Z,2018-08-16T18:51:21.284Z,216,0,15
16643,Social media question,2018-08-15T12:58:07.330Z,2018-08-16T10:46:51.312Z,204,6,7
16645,Understanding stats,2018-08-15T16:04:02.702Z,2018-08-15T19:13:21.115Z,191,2,6
9935,Positives on Selling with Folksy,2016-01-15T15:27:03.112Z,2018-08-15T13:26:00.149Z,3960,439,6
16641,Ready to post?,2018-08-15T08:43:52.957Z,2018-08-15T11:01:01.348Z,179,6,7
16587,What have you sold in August 2018,2018-08-04T08:48:13.361Z,2018-08-14T15:12:03.701Z,136,9,13
15557,Card reader help,2018-02-10T13:56:23.590Z,2018-08-14T08:35:20.185Z,339,2,6
16559,Re-listing not working?,2018-07-30T12:57:22.727Z,2018-08-14T08:32:51.718Z,203,2,6
16622,What have you pinned today,2018-08-12T09:21:02.160Z,2018-08-13T22:54:25.483Z,158,4,13
13565,Best seller list,2017-03-16T11:52:51.080Z,2018-08-13T21:00:49.572Z,716,5,6
16633,Hi everyone,2018-08-13T12:30:08.664Z,2018-08-13T13:23:10.327Z,171,0,6
16629,2019 Calendar,2018-08-13T08:01:26.301Z,2018-08-13T08:01:26.364Z,105,2,13
16626,Autumn and Christmas Market,2018-08-12T16:45:47.877Z,2018-08-12T16:45:47.957Z,300,1,17
16625,Need a good quality maker of coasters,2018-08-12T15:16:50.500Z,2018-08-12T15:16:50.582Z,241,0,15
16594,Cards and Papercraftweekly Monday thread 6/12 August 2018,2018-08-06T10:33:49.549Z,2018-08-12T14:02:35.657Z,155,5,13
16623,Combined postage,2018-08-12T09:25:09.419Z,2018-08-12T10:09:06.805Z,140,0,6
16619,'Alternative' Anniversary Gifts!,2018-08-12T04:35:57.296Z,2018-08-12T04:35:57.371Z,107,0,13
16518,Handmade Jewellery and Chat,2018-07-25T07:54:06.397Z,2018-08-11T19:14:42.964Z,236,4,13
16616,Glitter boots DIY,2018-08-11T09:20:58.488Z,2018-08-11T17:58:04.395Z,151,0,7
16615,When I post a link to my Folksy shop on my Facebook page,2018-08-11T09:17:54.354Z,2018-08-11T16:28:44.431Z,280,3,20
16590,August 2018 weekly listings and promotions 5th - 11th August,2018-08-05T07:26:18.398Z,2018-08-11T12:01:07.198Z,186,35,13
16605,New Vintage Fair in York,2018-08-09T12:56:20.341Z,2018-08-09T13:33:28.736Z,203,2,8
16325,Really struggling with photos (again)!,2018-06-20T09:13:30.579Z,2018-08-06T17:09:23.071Z,502,26,16
16593,Help! Can I sell unwanted craft bits and unused stock?,2018-08-06T08:43:48.799Z,2018-08-06T13:28:24.719Z,169,3,6
16159,Folksy Logo Instagram,2018-05-26T11:43:11.777Z,2018-08-06T13:19:52.050Z,383,6,6
16395,Art chat thread July 2018,2018-07-01T08:59:13.390Z,2018-08-06T00:32:23.000Z,844,132,13
280,Google+ community page,2014-04-12T11:14:51.940Z,2018-08-05T20:58:28.147Z,382,9,6
16557,Cards and Papercraft Weekly Monday Thread 30/7 to 5/8/2018,2018-07-30T11:01:51.376Z,2018-08-05T17:44:26.481Z,146,8,13
16591,Posting to Russia,2018-08-05T09:21:52.342Z,2018-08-05T13:07:40.086Z,135,1,6
16586,I’m new ! Please help!,2018-08-04T05:57:10.906Z,2018-08-05T12:13:28.376Z,378,10,6
16589,Is the popularity of handmade cards on the wane?,2018-08-04T13:41:39.890Z,2018-08-04T17:35:06.676Z,247,10,7
16545,July / August 2018 weekly listings and promotions 29th July - 4th August,2018-07-28T23:40:25.247Z,2018-08-04T09:55:53.928Z,95,7,13
16575,Please rate our images and descriptions in our new store,2018-08-01T20:43:21.908Z,2018-08-03T22:38:47.773Z,252,3,6
15283,Have you Blogged today - 2018,2018-01-07T09:35:59.777Z,2018-08-03T19:21:21.560Z,724,22,7
15666,Options on listings,2018-02-26T09:01:57.180Z,2018-08-03T13:34:20.714Z,522,12,6
14391,Folksy 365 - Daily Listing Challenge Thread - AUGUST 2017,2017-08-01T04:10:20.353Z,2018-08-03T11:10:12.757Z,5617,4497,13
16580,Stripe in shop setup?,2018-08-02T16:41:36.033Z,2018-08-03T06:44:39.986Z,147,0,14
16567,Help please with social media,2018-07-31T20:01:37.613Z,2018-08-02T21:09:05.363Z,269,1,20
16392,Folksy 365 - Daily Listing Challenge Thread - JULY 2018,2018-07-01T05:01:43.246Z,2018-08-01T20:05:26.949Z,4373,10222,13
16566,Any bakers on here?,2018-07-31T15:51:36.947Z,2018-08-01T10:33:44.972Z,221,10,10
16529,"It's nearly August, why not come and join us on the Daily Listing Challenge Thread?",2018-07-27T03:58:41.937Z,2018-08-01T09:41:55.259Z,287,14,13
16572,"London Workshop ""From Fashion To Protest""",2018-08-01T08:36:32.634Z,2018-08-01T08:36:32.706Z,127,0,8
16394,What have you listed today July 2018,2018-07-01T08:58:26.788Z,2018-07-31T21:07:44.514Z,1630,329,13
16561,"Critique Required, please apply truthfully",2018-07-30T16:50:53.358Z,2018-07-31T16:23:25.209Z,236,13,6
15427,Stripe Photo ID,2018-01-30T10:28:29.868Z,2018-07-31T12:31:14.756Z,1382,2,14
16562,Daily listening,2018-07-30T19:27:05.633Z,2018-07-31T09:18:08.567Z,198,0,13
16173,Carlton Summer Gala,2018-05-29T14:39:33.894Z,2018-07-31T08:45:52.568Z,471,1,8
10561,"Shopkeeping, How do you organise your shop?",2016-02-25T14:57:31.062Z,2018-07-30T14:19:09.719Z,726,5,6
16558,Sale Question,2018-07-30T12:13:43.529Z,2018-07-30T12:26:26.545Z,160,1,6
16546,What makes you feel like a 'proper' business?,2018-07-29T09:50:21.284Z,2018-07-30T10:20:30.857Z,246,19,1
16551,Themed lamps,2018-07-29T17:15:05.850Z,2018-07-29T19:34:46.046Z,110,1,6
16547,Stripe Yes or No,2018-07-29T16:11:48.707Z,2018-07-29T19:12:25.164Z,252,4,6
16506,Cards and Papercraft Weekly Monday Thread 23/29 July 2018,2018-07-23T11:15:35.376Z,2018-07-29T17:40:40.243Z,170,6,13
16542,Raindrops (don't) keep falling on my head,2018-07-28T05:40:38.030Z,2018-07-29T05:50:59.264Z,225,26,13
16489,"Share your blog, visit each other's and leave comments!",2018-07-18T16:10:19.598Z,2018-07-27T16:45:32.550Z,271,18,10
16523,How is this heat affecting your productivity?,2018-07-26T08:48:31.502Z,2018-07-27T16:18:13.996Z,360,16,7
16532,Lead Came for windows,2018-07-27T09:56:11.290Z,2018-07-27T09:56:11.399Z,175,3,7
16524,Need a silver (sterling or clay) personalised pendant,2018-07-26T10:48:58.246Z,2018-07-27T11:29:00.984Z,201,0,15
16502,July 2018 weekly listings and promotions 22nd - 28th July,2018-07-22T07:51:26.789Z,2018-07-27T09:18:56.961Z,406,11,13
16438,Romance on a Summer's evening,2018-07-11T19:17:37.115Z,2018-07-11T21:34:28.346Z,193,3,7
16500,What do you do with your crafting waste?,2018-07-21T10:02:27.091Z,2018-07-23T10:46:58.320Z,392,65,7
4768,♥ Heart the five shops before you ♥,2014-11-23T10:26:26.617Z,2018-07-23T10:06:01.470Z,10501,686,13
16455,Cards and Papercraft Weekly Monday Thread 16/22 July 2018,2018-07-16T10:35:32.568Z,2018-07-22T19:53:42.381Z,144,10,13
16478,I made this when I was 18. Anyone else want to share?,2018-07-17T20:44:55.986Z,2018-07-22T19:51:25.396Z,349,94,10
16445,July 2018 weekly listings and promotions 15th - 21st July,2018-07-15T06:19:07.825Z,2018-07-21T16:12:50.877Z,406,34,13
16497,Folksy Plus - Not Hapy About Setting Up A Direct Debit,2018-07-21T07:37:23.777Z,2018-07-21T12:02:59.415Z,221,6,6
16483,Jewellers chat..show us your favourite tool!,2018-07-18T11:37:09.234Z,2018-07-21T08:48:48.560Z,362,18,7
16477,"Hello, I have just joined",2018-07-17T19:17:10.739Z,2018-07-20T18:50:52.736Z,348,8,10
16493,How can I re-organise listings?,2018-07-20T10:45:27.765Z,2018-07-20T17:39:22.874Z,161,5,6
16154,Gifts for Teachers 2018,2018-05-25T08:17:45.833Z,2018-07-20T14:28:21.273Z,565,30,13
16491,Searching for our items,2018-07-19T09:19:49.456Z,2018-07-19T16:29:37.820Z,193,8,6
16492,Help I need chain,2018-07-19T10:19:40.504Z,2018-07-19T11:29:13.633Z,236,0,15
16485,Handmade mugs,2018-07-18T12:44:39.037Z,2018-07-19T10:04:01.445Z,144,9,13
16347,Christmas already?,2018-06-24T10:01:34.097Z,2018-07-19T10:03:14.156Z,474,21,6
14802,Anyone done something really stupid recently?,2017-10-20T16:43:08.536Z,2018-07-18T18:32:53.370Z,804,159,10
16487,Novelty gifts,2018-07-18T14:55:52.452Z,2018-07-18T14:55:52.564Z,98,0,13
16427,Getting seen,2018-07-08T15:21:29.557Z,2018-07-19T09:38:58.830Z,550,61,6
16465,Just about To Get Started,2018-07-16T22:28:18.256Z,2018-07-18T11:38:35.788Z,223,11,10
16467,Painting Questions,2018-07-17T09:42:12.998Z,2018-07-17T15:44:49.368Z,154,9,7
16471,Como iniciar mis ventas en este portal,2018-07-17T14:44:46.110Z,2018-07-17T15:03:03.671Z,173,5,6
16456,Saying hello,2018-07-16T12:42:05.712Z,2018-07-17T08:12:25.614Z,244,23,10
14094,Bad Gateway Error today,2017-06-18T06:48:12.057Z,2018-07-16T15:31:21.341Z,603,30,14
16448,Impressions for 30 days,2018-07-15T21:05:42.229Z,2018-07-16T09:40:53.327Z,311,13,23
13817,Custom packaging. Wondering about putting my logo on boxes,2017-05-01T17:24:50.721Z,2017-05-10T22:33:04.873Z,475,1,15
16428,Cards and Papercraft Weekly MondayThread July 9/15 2018,2018-07-09T10:24:52.437Z,2018-07-15T08:37:26.811Z,158,5,13
16425,July 2018 weekly listings and promotions 8th - 14th July,2018-07-08T10:03:58.077Z,2018-07-13T19:02:05.133Z,148,22,13
16443,Confused... it says my account is going to expire?,2018-07-13T11:21:04.542Z,2018-07-13T12:35:16.030Z,154,1,1
16432,I'm back to Folksy but having trouble with this forum,2018-07-10T18:46:17.893Z,2018-07-11T20:27:26.305Z,328,17,1
16413,Birthday present for sculpture studio suggestions,2018-07-04T22:20:06.249Z,2018-07-09T11:08:23.489Z,193,6,7
16399,Cards and Papercraft Weekly Monday thread 2nd to 8th July,2018-07-02T10:08:39.102Z,2018-07-08T13:32:07.940Z,983,13,13
16389,Football time!,2018-06-30T07:28:36.064Z,2018-07-07T09:11:12.468Z,204,3,13
16424,Thumbnail image on collections - can it be changed?,2018-07-06T17:20:27.250Z,2018-07-06T20:57:21.693Z,240,3,6
16423,"Jewellery Boxes, House Move Destash in aid of Dogs Trust",2018-07-06T13:33:15.231Z,2018-07-06T13:33:15.293Z,143,0,13
16416,Plus account new payment method?,2018-07-05T11:10:38.437Z,2018-07-06T12:40:35.252Z,265,0,6
16412,Jewellery and seasons,2018-07-04T21:22:47.517Z,2018-07-06T08:06:42.306Z,204,1,7
16402,Etsy Killing off Dawanda,2018-07-02T14:12:18.733Z,2018-07-05T11:48:47.939Z,1390,26,6
16393,July 2018 weekly listings and promotions 1st - 7th July,2018-07-01T07:37:17.650Z,2018-07-05T11:09:16.972Z,123,6,13
16414,Free Shipping Offer in my store,2018-07-05T07:23:53.565Z,2018-07-05T07:23:53.645Z,128,0,13
16370,I think it’s time,2018-06-26T21:02:58.197Z,2018-07-04T19:37:48.970Z,589,25,6
16409,Independence day. Small shops,2018-07-04T08:45:21.611Z,2018-07-04T14:28:28.961Z,140,3,6
16400,Made with Wood,2018-07-02T11:21:28.550Z,2018-07-04T10:04:18.110Z,136,5,13
16407,10% off in my store for this week only enter code july18 at checkout,2018-07-03T18:57:57.819Z,2018-07-03T18:57:57.899Z,132,0,13
16408,Scrabble art gifts,2018-07-03T19:07:26.994Z,2018-07-03T19:07:27.061Z,127,0,13
16405,How many to list?,2018-07-03T14:21:16.636Z,2018-07-03T17:42:03.547Z,133,2,1
16403,Any tips on building your email lists,2018-07-02T20:58:00.539Z,2018-07-03T13:58:16.998Z,209,7,20
16404,Calling Vendors & Shoppers,2018-07-03T11:26:06.732Z,2018-07-03T11:26:06.801Z,265,0,17
16397,What should I do? Someone is copying me!,2018-07-01T20:00:39.430Z,2018-07-03T08:09:00.433Z,485,36,6
16364,Christmas Craft Market,2018-06-26T07:49:34.432Z,2018-07-03T07:29:25.561Z,314,2,17
16385,Need to boost your shop footfall?,2018-06-29T17:26:07.929Z,2018-07-02T22:19:14.830Z,319,16,6
16396,Stumbleupon Closes?,2018-07-01T13:48:29.859Z,2018-07-02T16:31:20.380Z,280,5,6
16401,Hmmm - how do you categorise?,2018-07-02T11:43:34.243Z,2018-07-02T16:30:00.545Z,101,0,1
16376,End of the Month? Why not join the 365 Daily Listers Challenge Thread for July,2018-06-28T19:00:44.179Z,2018-07-01T17:05:37.104Z,196,8,13
16201,Folksy 365 - Daily Listing Challenge Thread - June 2018,2018-06-01T06:01:24.423Z,2018-07-01T16:33:25.193Z,4662,7033,13
16360,Cards and Papercraft Weekly Monday thread June 25 to July 1st 2018,2018-06-25T10:24:11.926Z,2018-07-01T16:13:11.905Z,143,5,13
16204,What have you listed today June 2018,2018-06-01T08:18:38.764Z,2018-06-30T19:19:15.741Z,1794,194,13
16357,Trying hard,2018-06-25T07:08:17.247Z,2018-06-30T14:19:43.608Z,377,11,1
16391,15% off everything in my shop starting today until 31st July,2018-06-30T11:14:40.886Z,2018-06-30T11:32:15.780Z,109,5,13
16205,Art chat thread June 2018,2018-06-01T08:19:37.685Z,2018-06-30T07:27:36.168Z,639,70,13
16383,Nottinghamshire... Mansfield Woodhouse Community Market,2018-06-29T13:51:58.834Z,2018-06-29T13:51:58.919Z,193,0,8
16346,June 2018 weekly listings and promotions 24th - 30th June,2018-06-24T09:06:59.823Z,2018-06-27T23:37:33.187Z,152,20,13
16372,Greeting card shape,2018-06-27T09:56:34.759Z,2018-06-27T14:21:10.111Z,105,3,1
16362,Discount and closure,2018-06-25T13:11:48.555Z,2018-06-27T06:23:02.845Z,250,9,6
16365,Buyer didn’t Receive shipped email,2018-06-26T09:07:53.734Z,2018-06-26T12:56:16.044Z,214,3,14
16073,Card - holding hands,2018-05-02T07:59:51.679Z,2018-05-03T07:54:17.626Z,406,3,13
16318,Deleting old order details,2018-06-19T07:17:52.814Z,2018-06-25T22:19:34.458Z,176,0,6
10924,Help! Liscences and requirements for craft stalls and markets?,2016-04-01T16:52:24.339Z,2018-06-25T14:37:22.675Z,7632,5,8
16363,Large Die Cut Letters To Purchase?,2018-06-25T13:54:37.766Z,2018-06-25T13:54:37.839Z,165,0,15
16356,Can you give me any criticism on my first listing please?,2018-06-24T23:30:32.950Z,2018-06-25T07:36:04.512Z,122,1,13
16310,Cards and Papercraft Weekly Monday thread June 18/24 2018,2018-06-18T10:28:32.300Z,2018-06-24T22:17:47.491Z,473,17,13
16187,First listing on my shop,2018-05-30T16:29:42.796Z,2018-06-24T21:21:50.134Z,288,7,6
16301,June 2018 weekly listings and promotions 17th - 23rd June,2018-06-17T08:04:52.416Z,2018-06-24T20:39:22.961Z,218,27,13
16344,Feed back From Customers,2018-06-22T13:03:43.307Z,2018-06-23T18:46:14.852Z,239,0,6
16333,Paypal account,2018-06-21T19:42:31.223Z,2018-06-23T18:40:10.950Z,235,2,14
16277,Post office,2018-06-12T10:42:05.781Z,2018-06-23T18:34:37.709Z,225,6,1
14464,Whats wrong with my shop?,2017-08-12T17:47:31.401Z,2017-08-16T20:21:40.078Z,557,0,6
9771,Are DIY Kits successful in selling?,2016-01-02T20:53:44.722Z,2016-01-12T22:40:19.333Z,1058,1,6
14021,June Art chat thread 2017,2017-06-03T11:54:10.168Z,2018-06-22T07:06:44.428Z,1534,69,13
16320,Embroidery Hoop Art,2018-06-19T09:13:06.522Z,2018-06-21T17:47:52.191Z,207,12,7
16331,RSS feed not working?,2018-06-20T23:48:41.627Z,2018-06-20T23:48:41.854Z,250,0,20
6158,Steampunk Market at the Mill,2015-03-31T15:55:27.842Z,2018-06-20T21:33:11.956Z,547,2,10
16328,Introduction to steampunk,2018-06-20T14:15:52.760Z,2018-06-20T14:15:52.932Z,180,0,8
16222,Craftjuice June 2018,2018-06-04T09:12:00.704Z,2018-06-20T13:44:49.678Z,140,0,13
4173,Good quality mug printers!,2014-10-15T12:40:38.902Z,2017-04-29T09:37:08.011Z,1881,2,15
3967,October Optimists Daily Listing Challenge Thread!,2014-10-01T06:05:34.276Z,2018-06-20T08:00:27.074Z,3731,919,13
16306,Impressions,2018-06-18T08:02:16.273Z,2018-06-18T18:18:39.856Z,239,4,6
16291,Browsing in other peoples shops,2018-06-14T21:44:39.480Z,2018-06-18T17:31:47.108Z,417,33,6
16302,Social media problem,2018-06-17T11:42:23.664Z,2018-06-18T10:16:26.701Z,222,1,20
16298,In a dlema,2018-06-16T16:44:57.856Z,2018-06-17T20:36:47.420Z,268,3,6
16267,CARDS & PAPERCRAFT-weekly- monday-thread-11/6-17/6/2018,2018-06-11T10:28:43.950Z,2018-06-17T17:08:07.822Z,164,7,13
16261,First Art/ Craft Fair,2018-06-10T10:19:48.372Z,2018-06-16T07:42:31.794Z,218,10,7
16288,First visit,2018-06-14T10:17:08.078Z,2018-06-15T19:42:51.079Z,193,0,1
16264,"A new design, what do you think?",2018-06-10T15:47:51.077Z,2018-06-15T05:39:31.064Z,342,15,7
16286,"New beginning, new me, new shop",2018-06-14T09:31:13.154Z,2018-06-14T18:28:44.220Z,287,2,10
16285,"New beginning, new me, new work",2018-06-14T08:10:02.535Z,2018-06-14T16:27:21.885Z,183,0,1
16284,Shop Stats understanding,2018-06-14T07:59:12.652Z,2018-06-14T16:19:14.001Z,126,2,6
16275,Hi... been away for a few years.... Help,2018-06-12T10:11:47.919Z,2018-06-14T10:25:50.020Z,272,0,1
16221,ADVICE PLEASE: How do you handle commissions,2018-06-04T07:31:34.272Z,2018-06-13T14:15:22.062Z,323,15,6
15348,Renew plus account,2018-01-17T14:15:20.298Z,2018-06-13T09:09:02.493Z,437,2,14
16279,Relisting items,2018-06-12T13:09:07.391Z,2018-06-12T14:03:02.579Z,191,0,6
2376,Fathers day help needed!,2014-06-03T19:17:54.400Z,2014-06-06T16:13:41.431Z,800,0,15
16256,Cannot get into my shop,2018-06-08T21:41:13.727Z,2018-06-11T13:38:08.379Z,239,3,6
8803,Light box advice,2015-11-03T09:05:37.363Z,2018-06-11T12:59:10.781Z,3818,19,16
16260,June 2018 weekly listings and promotions 10th - 16th June,2018-06-10T09:13:39.657Z,2018-06-11T04:26:23.286Z,145,5,13
16181,Suggestions for our Father's Day 2018 Gift Guide please!,2018-05-30T10:15:58.052Z,2018-06-10T16:21:56.144Z,590,13,25
16251,South Staffs CoOperative,2018-06-07T20:52:15.901Z,2018-06-10T10:43:03.000Z,193,1,18
16075,Art Chat thread May 2018,2018-05-03T07:51:48.345Z,2018-06-10T09:49:39.046Z,627,31,7
16214,June 2018 weekly listings and promotions 3rd - 9th June,2018-06-03T07:25:30.972Z,2018-06-10T09:12:04.225Z,153,5,13
16258,How many sold?,2018-06-09T08:36:33.536Z,2018-06-09T10:03:49.923Z,168,0,6
16224,CARDS and PAPERCRAFT Weekly Thread 4/6 - 10/6/18,2018-06-04T11:01:19.354Z,2018-06-08T21:30:38.862Z,328,12,13
16255,For sale help,2018-06-08T17:14:39.367Z,2018-06-08T18:54:56.289Z,136,1,1
16249,My cheeky make,2018-06-07T18:42:28.656Z,2018-06-08T16:43:42.889Z,194,13,7
16252,First sale concerns/customer feedback,2018-06-07T21:07:16.272Z,2018-06-08T16:40:05.787Z,303,8,6
15798,No Sale Notification Email?,2018-03-18T00:11:44.891Z,2018-06-06T21:28:31.021Z,582,24,6
11136,Father's Day Gift Ideas 2016,2016-04-28T09:39:51.550Z,2018-06-06T07:50:23.612Z,2876,39,13
16230,We all love to get a parcel in the post but what items,2018-06-05T17:10:59.875Z,2018-06-05T22:28:25.354Z,227,4,7
16225,Advise please,2018-06-04T17:24:37.103Z,2018-06-05T20:40:43.618Z,284,0,20
16176,New shop - clueless!,2018-05-29T17:34:49.800Z,2018-06-05T18:16:10.955Z,414,8,6
16231,Anyone done Google Adwords advertising before?,2018-06-05T17:46:01.004Z,2018-06-05T17:51:55.136Z,136,0,6
16220,Pinterest issue!,2018-06-04T06:27:47.723Z,2018-06-05T07:14:32.314Z,317,11,14
16191,Problem uploading photos today,2018-05-31T06:52:00.406Z,2018-06-05T05:21:34.394Z,345,14,6
16148,Can anyone help cover up a printing mistake on a medal?,2018-05-22T14:12:16.125Z,2018-06-04T16:58:07.303Z,308,1,15
16169,Why not come and join us on the June Folksy 365 Daily Listing Thread Challenge?,2018-05-29T04:24:18.881Z,2018-06-04T09:57:55.548Z,199,6,13
16167,Cards and Papercaft Weekly Monday Thread 28/3 to 3/6/18,2018-05-28T10:58:59.318Z,2018-06-03T19:57:54.922Z,968,8,13
16217,A fun opportunity,2018-06-03T16:38:12.386Z,2018-06-03T17:25:29.807Z,258,0,8
16087,Cards and papercraft Weekly Monday thread 7/13 May 2018,2018-05-07T12:14:33.145Z,2018-06-03T15:54:04.334Z,272,8,13
16216,Any good at photography?,2018-06-03T09:44:13.148Z,2018-06-03T13:13:38.835Z,196,3,20
15529,CE testing,2018-02-08T08:05:14.331Z,2018-06-03T09:59:44.720Z,982,21,7
15905,Photo Trouble,2018-04-08T07:53:53.791Z,2018-06-03T06:38:11.342Z,821,38,14
16193,Open studios,2018-05-31T10:58:32.304Z,2018-06-02T23:14:59.385Z,162,0,8
16209,Thank you ladies,2018-06-02T10:28:28.491Z,2018-06-02T21:05:23.161Z,186,6,6
15956,"Show me the most unique, unusual, OOAK thing you have in your shop!",2018-04-13T14:05:41.438Z,2018-06-02T20:55:55.895Z,609,82,13
16206,Time wasting!,2018-06-01T11:17:47.103Z,2018-06-01T21:57:19.673Z,240,9,10
16055,Folksy 365 - Daily Listing Challenge Thread - MAY 2018,2018-04-30T21:16:57.658Z,2018-06-01T07:46:10.514Z,5802,9067,13
2954,Should be penalty and a red card!,2014-07-19T10:06:49.953Z,2018-05-31T22:36:41.644Z,1964,153,6
16196,Lana Interiors,2018-05-31T20:32:40.698Z,2018-05-31T20:32:40.775Z,110,0,13
16061,What have you listed today May 2018,2018-05-01T07:48:04.372Z,2018-05-31T18:38:35.653Z,1940,225,13
16098,Hand embroidery,2018-05-10T15:55:53.896Z,2018-05-31T17:01:17.091Z,504,53,13
16162,May / June 2018 weekly listings and promotions 27th May - 2nd June,2018-05-27T08:27:37.972Z,2018-05-31T15:03:16.816Z,116,19,13
16074,Craftjuice May 2018,2018-05-02T18:46:11.786Z,2018-05-31T09:52:20.438Z,671,102,13
16174,Pop up space,2018-05-29T17:24:15.765Z,2018-05-31T08:56:20.544Z,199,8,8
16177,Fix for non-Auto Twitter feed from Facebook,2018-05-30T09:04:18.557Z,2018-05-30T22:24:44.900Z,102,2,6
16021,Shop stats not updating until well into the work day,2018-04-26T08:40:38.502Z,2018-05-30T06:35:53.215Z,588,10,14
16166,A bit nervous,2018-05-28T10:22:21.883Z,2018-05-30T06:22:18.674Z,266,4,10
16164,Can you recommend a craft drill?,2018-05-27T21:16:21.172Z,2018-05-29T21:45:29.703Z,318,5,7
15364,Got my first sale! woohoo,2018-01-19T21:48:10.523Z,2018-05-29T19:43:36.531Z,478,32,1
16112,Look forward to no more VATMOSS,2018-05-14T21:33:27.400Z,2018-05-28T19:52:09.084Z,386,2,6
16161,Only two more!,2018-05-26T17:22:54.865Z,2018-05-27T19:56:17.131Z,157,9,1
16146,What else do you do? Hidden talents,2018-05-22T09:01:43.203Z,2018-05-26T19:37:07.890Z,484,201,7
12901,Flutterby Butterfly Listings,2016-12-06T12:16:33.791Z,2018-05-24T14:58:54.066Z,1679,54,13
16140,New items not appearing in list,2018-05-21T08:34:48.282Z,2018-05-24T09:45:44.558Z,351,4,14
16110,Royal Wedding Celebrations,2018-05-14T12:00:42.521Z,2018-05-24T06:20:17.745Z,342,18,13
16150,Shop advice,2018-05-23T13:17:56.645Z,2018-05-23T22:23:55.380Z,192,1,7
16135,May 2018 weekly listings and promotions 20th - 26th May,2018-05-20T09:28:18.403Z,2018-05-23T11:08:26.229Z,102,5,13
15678,Art chat thread...March 2018,2018-02-28T20:44:58.510Z,2018-05-23T07:54:07.002Z,882,65,13
16144,Listing descriptions,2018-05-21T15:02:11.904Z,2018-05-22T20:15:00.860Z,248,11,6
16012,Confused about GDPR? Ask your questions here!,2018-04-25T09:19:30.861Z,2018-05-22T11:25:11.594Z,2035,110,6
16142,Fine Art Photograpy,2018-05-21T10:51:10.458Z,2018-05-22T06:26:02.789Z,201,2,6
16143,New item in shop,2018-05-21T14:32:31.226Z,2018-05-21T14:32:31.293Z,157,1,13
16136,I would delete this if I could remember how to!,2018-05-20T10:37:37.962Z,2018-05-20T10:37:38.090Z,230,0,6
3008,The handmade nursery,2014-07-23T17:47:48.056Z,2018-05-21T08:25:01.070Z,3387,46,13
16114,Advice about working with Shells,2018-05-15T08:07:00.788Z,2018-05-21T08:10:03.960Z,267,8,7
16109,Cards and Papercraft Weekly Monday thread 14/20 May 2018,2018-05-14T10:44:54.424Z,2018-05-20T10:53:15.040Z,141,5,13
16088,Have You Blogged Today? May 2018,2018-05-07T13:27:17.341Z,2018-05-18T16:53:10.159Z,210,1,13
16133,Editing items before relisting,2018-05-18T15:05:32.266Z,2018-05-18T16:04:58.348Z,222,7,6
16105,May 2018 weekly listings and promotions 13th - 19th May,2018-05-13T08:28:28.096Z,2018-05-18T05:52:29.169Z,630,27,13
16129,Item Listings Page,2018-05-17T16:11:49.077Z,2018-05-17T20:30:06.045Z,241,7,6
16115,"Tags, Titles",2018-05-15T10:04:38.083Z,2018-05-16T08:23:36.937Z,194,3,1
16085,May 2018 weekly listings and promotions 6th - 12th May,2018-05-06T08:57:00.678Z,2018-05-15T10:28:09.355Z,1402,58,13
15601,Wedding Stationery Launch,2018-02-17T12:20:59.987Z,2018-05-14T22:34:54.629Z,261,5,13
16108,"Macmillan Christmas Fair, Eden Project Cornwall - anyone been before? Tips for applying for craft shows?",2018-05-14T10:32:03.583Z,2018-05-14T20:10:57.490Z,272,0,8
16096,Age number cards,2018-05-10T06:45:23.507Z,2018-05-14T19:43:14.918Z,222,14,13
16111,Show us your self portraits,2018-05-14T12:33:12.379Z,2018-05-14T19:28:46.753Z,113,0,7
16071,"Summer Craft Market, East London 23 June 2018",2018-05-02T00:05:06.077Z,2018-05-13T16:11:44.706Z,410,0,17
16097,Could you review my shop please?,2018-05-10T14:34:30.753Z,2018-05-11T16:11:11.235Z,281,10,6
16050,SEO Google PLA question,2018-04-30T09:40:56.189Z,2018-05-10T17:41:33.156Z,322,1,23
16095,Please help,2018-05-09T18:44:24.851Z,2018-05-09T20:19:53.124Z,207,0,6
16094,Halloween tealights,2018-05-09T16:49:32.514Z,2018-05-09T16:49:32.595Z,150,0,13
16080,Gift Guides and Tags,2018-05-04T12:44:21.219Z,2018-05-09T10:19:46.060Z,188,2,6
16091,First Sale! CS BespokeFurniture,2018-05-08T13:43:30.651Z,2018-05-09T07:50:21.141Z,224,20,1
16082,Who’s Eaten my Swiss Roll?,2018-05-05T07:19:31.048Z,2018-05-08T14:54:19.646Z,218,8,1
16092,Out sourcing prints,2018-05-08T14:36:31.812Z,2018-05-08T14:41:35.301Z,157,1,6
16089,35% off everything whilst it's Sunny,2018-05-08T12:23:20.603Z,2018-05-08T12:23:20.694Z,156,0,13
